id,customer_id,campaign_id,is_converted,created_at
365,450,13,0,8/20/2025
366,922,13,0,8/20/2025
367,996,13,0,8/20/2025
368,154,13,0,8/20/2025
369,618,13,1,8/20/2025
370,457,13,0,8/20/2025
371,409,13,0,8/20/2025
372,363,13,0,8/20/2025
373,432,13,0,8/20/2025
374,81,13,0,8/20/2025
375,7,13,0,8/20/2025
376,884,13,0,8/20/2025
377,751,13,0,8/20/2025
378,345,13,0,8/20/2025
379,953,13,0,8/20/2025
380,117,13,0,8/20/2025
381,912,13,0,8/20/2025
382,478,13,1,8/20/2025
383,861,13,0,8/20/2025
384,883,13,0,8/20/2025
385,784,13,0,8/20/2025
386,298,13,0,8/20/2025
387,74,13,0,8/20/2025
388,142,13,0,8/20/2025
389,806,13,0,8/20/2025
390,363,13,0,8/20/2025
391,16,13,0,8/20/2025
392,933,13,0,8/20/2025
393,754,13,0,8/20/2025
394,835,13,0,8/20/2025
395,104,13,0,8/20/2025
396,983,14,0,3/8/2025
397,233,14,1,3/8/2025
398,562,14,1,3/8/2025
399,907,14,0,3/8/2025
400,170,14,0,3/8/2025
401,214,14,0,3/8/2025
402,708,14,0,3/8/2025
403,924,14,0,3/8/2025
404,892,14,1,3/8/2025
405,662,14,0,3/8/2025
406,243,14,0,3/8/2025
407,57,14,0,3/8/2025
408,948,14,0,3/8/2025
409,805,14,0,3/8/2025
410,246,14,0,3/8/2025
411,96,15,0,2/7/2025
412,239,15,0,2/7/2025
413,604,15,0,2/7/2025
414,889,15,0,2/7/2025
415,776,15,0,2/7/2025
416,698,15,0,2/7/2025
417,184,15,0,2/7/2025
418,374,15,0,2/7/2025
419,559,15,0,2/7/2025
420,971,15,0,2/7/2025
421,921,15,0,2/7/2025
422,330,15,0,2/7/2025
423,73,15,0,2/7/2025
424,949,15,0,2/7/2025
425,606,15,0,2/7/2025
426,639,15,0,2/7/2025
427,756,15,0,2/7/2025
428,610,15,0,2/7/2025
429,554,15,0,2/7/2025
430,574,15,0,2/7/2025
431,266,15,0,2/7/2025
432,962,15,0,2/7/2025
433,349,15,0,2/7/2025
434,984,15,0,2/7/2025
435,698,15,0,2/7/2025
436,593,15,0,2/7/2025
437,572,15,0,2/7/2025
438,141,15,0,2/7/2025
439,442,15,0,2/7/2025
440,255,15,0,2/7/2025
441,32,15,0,2/7/2025
442,120,15,0,2/7/2025
443,1000,15,0,2/7/2025
444,732,15,0,2/7/2025
445,583,15,0,2/7/2025
446,573,15,0,2/7/2025
447,902,15,1,2/7/2025
448,155,15,1,2/7/2025
449,165,15,0,2/7/2025
450,525,15,0,2/7/2025
451,299,16,0,3/26/2025
452,274,16,0,3/26/2025
453,826,16,0,3/26/2025
454,989,16,0,3/26/2025
455,285,16,0,3/26/2025
456,491,16,1,3/26/2025
457,928,16,0,3/26/2025
458,225,16,0,3/26/2025
459,900,16,0,3/26/2025
460,973,16,0,3/26/2025
461,785,16,0,3/26/2025
462,985,16,0,3/26/2025
463,535,16,0,3/26/2025
464,644,16,0,3/26/2025
465,604,16,0,3/26/2025
466,273,16,0,3/26/2025
467,484,16,0,3/26/2025
468,320,16,0,3/26/2025
469,724,16,0,3/26/2025
470,83,16,0,3/26/2025
471,844,16,0,3/26/2025
472,249,16,0,3/26/2025
473,616,16,0,3/26/2025
474,480,16,0,3/26/2025
475,145,16,0,3/26/2025
476,587,16,0,3/26/2025
477,35,16,0,3/26/2025
478,984,16,0,3/26/2025
479,908,16,0,3/26/2025
480,897,16,0,3/26/2025
481,482,16,0,3/26/2025
482,728,16,0,3/26/2025
483,949,16,0,3/26/2025
484,753,16,0,3/26/2025
485,959,16,0,3/26/2025
486,902,16,0,3/26/2025
487,566,16,1,3/26/2025
488,273,16,0,3/26/2025
489,889,16,0,3/26/2025
490,484,16,0,3/26/2025
491,891,16,0,3/26/2025
492,911,16,1,3/26/2025
493,32,16,0,3/26/2025
494,477,16,0,3/26/2025
495,479,16,0,3/26/2025
496,959,16,0,3/26/2025
497,701,16,0,3/26/2025
498,786,16,0,3/26/2025
499,962,16,0,3/26/2025
500,555,16,0,3/26/2025
501,487,16,0,3/26/2025
502,776,16,0,3/26/2025
503,826,16,0,3/26/2025
504,844,16,0,3/26/2025
505,902,16,0,3/26/2025
506,655,16,0,3/26/2025
507,390,16,0,3/26/2025
508,610,16,0,3/26/2025
509,578,16,0,3/26/2025
510,999,16,0,3/26/2025
511,122,16,0,3/26/2025
512,479,16,0,3/26/2025
513,803,16,0,3/26/2025
514,444,16,0,3/26/2025
515,928,16,0,3/26/2025
516,959,16,0,3/26/2025
517,264,16,0,3/26/2025
518,997,16,0,3/26/2025
519,606,16,0,3/26/2025
520,178,16,0,3/26/2025
521,873,16,0,3/26/2025
522,327,16,0,3/26/2025
523,1000,16,1,3/26/2025
524,610,16,0,3/26/2025
525,616,16,0,3/26/2025
526,541,16,0,3/26/2025
527,591,16,0,3/26/2025
528,985,16,0,3/26/2025
529,517,16,0,3/26/2025
530,184,16,0,3/26/2025
531,172,17,0,9/20/2025
532,283,17,0,9/20/2025
533,849,17,0,9/20/2025
534,793,17,0,9/20/2025
535,420,17,0,9/20/2025
536,461,17,0,9/20/2025
537,557,17,0,9/20/2025
538,406,17,0,9/20/2025
539,683,17,0,9/20/2025
540,790,17,1,9/20/2025
541,627,17,0,9/20/2025
542,64,17,1,9/20/2025
543,2,17,0,9/20/2025
544,301,17,0,9/20/2025
545,665,17,0,9/20/2025
546,774,17,0,9/20/2025
547,609,17,0,9/20/2025
548,144,18,0,10/12/2025
549,417,18,0,10/12/2025
550,711,18,0,10/12/2025
551,665,18,0,10/12/2025
552,188,18,0,10/12/2025
553,987,18,0,10/12/2025
554,42,18,0,10/12/2025
555,310,18,0,10/12/2025
556,626,18,0,10/12/2025
557,392,18,0,10/12/2025
558,283,18,0,10/12/2025
559,967,18,0,10/12/2025
560,360,18,1,10/12/2025
561,193,18,0,10/12/2025
562,522,18,0,10/12/2025
563,695,18,0,10/12/2025
564,717,18,0,10/12/2025
565,829,18,1,10/12/2025
566,398,18,0,10/12/2025
567,781,18,0,10/12/2025
568,289,18,0,10/12/2025
569,503,18,1,10/12/2025
570,690,18,0,10/12/2025
571,348,18,0,10/12/2025
572,761,18,0,10/12/2025
573,425,19,0,9/13/2025
574,410,19,0,9/13/2025
575,778,19,0,9/13/2025
576,410,19,0,9/13/2025
577,990,19,1,9/13/2025
578,714,19,0,9/13/2025
579,548,19,0,9/13/2025
580,803,19,0,9/13/2025
581,971,19,0,9/13/2025
582,107,19,0,9/13/2025
583,608,19,0,9/13/2025
584,86,19,0,9/13/2025
585,165,19,0,9/13/2025
586,573,19,0,9/13/2025
587,891,19,0,9/13/2025
588,337,19,0,9/13/2025
589,800,19,0,9/13/2025
590,725,19,0,9/13/2025
591,818,19,0,9/13/2025
592,615,19,0,9/13/2025
593,940,20,1,9/7/2025
594,250,20,0,9/7/2025
595,13,20,0,9/7/2025
596,48,20,0,9/7/2025
597,270,20,0,9/7/2025
598,42,20,1,9/7/2025
599,446,20,0,9/7/2025
600,642,20,0,9/7/2025
601,799,20,0,9/7/2025
602,970,20,0,9/7/2025
603,414,20,0,9/7/2025
604,935,20,0,9/7/2025
605,296,20,0,9/7/2025
606,189,20,0,9/7/2025
607,211,20,0,9/7/2025
608,531,20,0,9/7/2025
609,420,20,0,9/7/2025
610,67,21,0,11/3/2025
611,547,21,0,11/3/2025
612,272,21,0,11/3/2025
613,530,21,1,11/3/2025
614,980,21,0,11/3/2025
615,209,21,0,11/3/2025
616,607,21,0,11/3/2025
617,696,21,0,11/3/2025
618,60,21,0,11/3/2025
619,499,21,0,11/3/2025
620,893,21,1,11/3/2025
621,284,21,1,11/3/2025
622,770,21,0,11/3/2025
623,805,21,1,11/3/2025
624,78,21,0,11/3/2025
625,113,21,0,11/3/2025
626,192,21,1,11/3/2025
627,1,21,0,11/3/2025
628,187,21,0,11/3/2025
629,718,21,0,11/3/2025
630,750,21,0,11/3/2025
631,741,21,0,11/3/2025
632,401,21,0,11/3/2025
633,696,21,0,11/3/2025
634,498,21,0,11/3/2025
635,384,22,0,6/4/2025
636,89,22,1,6/4/2025
637,770,22,0,6/4/2025
638,516,22,1,6/4/2025
639,454,22,0,6/4/2025
640,979,22,0,6/4/2025
641,235,22,0,6/4/2025
642,78,22,0,6/4/2025
643,513,22,0,6/4/2025
644,476,22,0,6/4/2025
645,696,22,0,6/4/2025
646,37,22,0,6/4/2025
647,102,22,0,6/4/2025
648,67,22,0,6/4/2025
649,75,22,0,6/4/2025
650,158,22,0,6/4/2025
651,740,22,1,6/4/2025
652,438,22,1,6/4/2025
653,170,22,0,6/4/2025
654,407,22,0,6/4/2025
655,12,23,0,11/29/2025
656,932,23,0,11/29/2025
657,180,23,0,11/29/2025
658,851,23,0,11/29/2025
659,173,23,0,11/29/2025
660,717,23,0,11/29/2025
661,238,23,0,11/29/2025
662,601,23,0,11/29/2025
663,792,23,0,11/29/2025
664,92,23,0,11/29/2025
665,611,23,1,11/29/2025
666,829,23,0,11/29/2025
667,172,23,1,11/29/2025
668,228,23,0,11/29/2025
669,641,23,0,11/29/2025
670,414,23,0,11/29/2025
671,539,23,0,11/29/2025
672,431,24,0,3/30/2025
673,149,24,0,3/30/2025
674,802,24,0,3/30/2025
675,144,24,0,3/30/2025
676,720,24,0,3/30/2025
677,439,24,0,3/30/2025
678,189,24,1,3/30/2025
679,228,24,1,3/30/2025
680,851,24,0,3/30/2025
681,840,24,0,3/30/2025
682,347,24,0,3/30/2025
683,796,24,0,3/30/2025
684,138,24,0,3/30/2025
685,309,24,0,3/30/2025
686,186,24,0,3/30/2025
687,68,24,0,3/30/2025
688,705,24,0,3/30/2025
689,783,25,1,12/4/2025
690,926,25,0,12/4/2025
691,316,25,1,12/4/2025
692,983,25,0,12/4/2025
693,926,25,0,12/4/2025
694,569,25,0,12/4/2025
695,521,25,0,12/4/2025
696,716,25,1,12/4/2025
697,556,25,0,12/4/2025
698,923,25,0,12/4/2025
699,245,25,0,12/4/2025
700,102,25,0,12/4/2025
701,783,25,1,12/4/2025
702,943,25,0,12/4/2025
703,1,25,0,12/4/2025
704,284,25,0,12/4/2025
705,216,25,0,12/4/2025
706,945,25,0,12/4/2025
707,191,25,0,12/4/2025
708,907,25,0,12/4/2025
709,292,26,0,11/5/2025
710,722,26,0,11/5/2025
711,603,26,0,11/5/2025
712,117,26,0,11/5/2025
713,605,26,0,11/5/2025
714,494,26,0,11/5/2025
715,751,26,0,11/5/2025
716,297,26,1,11/5/2025
717,335,26,0,11/5/2025
718,293,26,1,11/5/2025
719,311,26,0,11/5/2025
720,925,26,0,11/5/2025
721,19,26,0,11/5/2025
722,812,26,0,11/5/2025
723,297,26,0,11/5/2025
724,537,26,1,11/5/2025
725,883,26,0,11/5/2025
726,937,26,0,11/5/2025
727,297,26,0,11/5/2025
728,730,26,1,11/5/2025
729,268,26,0,11/5/2025
730,124,26,0,11/5/2025
731,742,26,0,11/5/2025
732,791,26,0,11/5/2025
733,839,26,0,11/5/2025
734,922,26,0,11/5/2025
735,104,26,0,11/5/2025
736,801,26,0,11/5/2025
737,79,26,0,11/5/2025
738,340,26,0,11/5/2025
739,409,26,0,11/5/2025
740,946,26,0,11/5/2025
741,456,26,0,11/5/2025
742,403,26,0,11/5/2025
743,16,26,1,11/5/2025
744,952,26,0,11/5/2025
745,5,26,0,11/5/2025
746,878,26,0,11/5/2025
747,317,26,0,11/5/2025
748,393,26,0,11/5/2025
749,105,26,0,11/5/2025
750,340,26,0,11/5/2025
751,416,26,0,11/5/2025
752,352,26,0,11/5/2025
753,262,26,0,11/5/2025
754,684,26,0,11/5/2025
755,755,26,0,11/5/2025
756,16,26,0,11/5/2025
757,50,26,0,11/5/2025
758,633,26,0,11/5/2025
759,843,26,0,11/5/2025
760,787,26,0,11/5/2025
761,50,26,0,11/5/2025
762,90,26,0,11/5/2025
763,445,26,0,11/5/2025
764,278,26,0,11/5/2025
765,448,26,0,11/5/2025
766,98,26,0,11/5/2025
767,969,26,0,11/5/2025
768,311,26,0,11/5/2025
769,871,26,0,11/5/2025
770,546,26,0,11/5/2025
771,927,26,0,11/5/2025
772,927,26,0,11/5/2025
773,142,26,0,11/5/2025
774,592,26,0,11/5/2025
775,538,26,0,11/5/2025
776,871,26,0,11/5/2025
777,672,26,0,11/5/2025
778,262,26,0,11/5/2025
779,462,26,0,11/5/2025
780,906,27,0,6/23/2025
781,436,27,0,6/23/2025
782,353,27,0,6/23/2025
783,353,27,0,6/23/2025
784,359,27,0,6/23/2025
785,121,27,0,6/23/2025
786,291,27,0,6/23/2025
787,660,27,0,6/23/2025
788,154,27,0,6/23/2025
789,730,27,0,6/23/2025
790,620,27,0,6/23/2025
791,787,27,0,6/23/2025
792,972,27,0,6/23/2025
793,121,27,0,6/23/2025
794,929,27,0,6/23/2025
795,688,27,0,6/23/2025
796,884,27,1,6/23/2025
797,474,27,0,6/23/2025
798,632,27,0,6/23/2025
799,290,27,0,6/23/2025
800,592,27,0,6/23/2025
801,17,27,0,6/23/2025
802,311,27,0,6/23/2025
803,520,27,0,6/23/2025
804,841,27,0,6/23/2025
805,445,27,0,6/23/2025
806,585,27,0,6/23/2025
807,293,27,0,6/23/2025
808,640,27,0,6/23/2025
809,634,27,0,6/23/2025
810,684,27,1,6/23/2025
811,672,27,0,6/23/2025
812,894,27,0,6/23/2025
813,912,27,0,6/23/2025
814,596,27,0,6/23/2025
815,458,27,0,6/23/2025
816,534,27,0,6/23/2025
817,894,27,0,6/23/2025
818,87,27,0,6/23/2025
819,953,27,0,6/23/2025
820,861,27,0,6/23/2025
821,839,27,1,6/23/2025
822,831,27,0,6/23/2025
823,787,28,0,9/21/2025
824,871,28,0,9/21/2025
825,546,28,0,9/21/2025
826,17,28,0,9/21/2025
827,456,28,0,9/21/2025
828,474,28,0,9/21/2025
829,640,28,0,9/21/2025
830,124,28,0,9/21/2025
831,99,28,1,9/21/2025
832,660,28,0,9/21/2025
833,952,28,0,9/21/2025
834,736,28,0,9/21/2025
835,558,28,0,9/21/2025
836,592,28,0,9/21/2025
837,198,28,1,9/21/2025
838,978,28,0,9/21/2025
839,72,28,0,9/21/2025
840,140,28,0,9/21/2025
841,448,28,0,9/21/2025
842,618,28,0,9/21/2025
843,915,28,0,9/21/2025
844,646,28,0,9/21/2025
845,291,28,0,9/21/2025
846,397,28,0,9/21/2025
847,722,28,0,9/21/2025
848,242,28,0,9/21/2025
849,362,28,0,9/21/2025
850,397,28,0,9/21/2025
851,671,28,0,9/21/2025
852,121,29,0,1/26/2025
853,363,29,0,1/26/2025
854,713,29,0,1/26/2025
855,99,29,0,1/26/2025
856,457,29,1,1/26/2025
857,527,29,0,1/26/2025
858,904,29,0,1/26/2025
859,367,29,0,1/26/2025
860,125,29,0,1/26/2025
861,884,29,0,1/26/2025
862,16,29,0,1/26/2025
863,24,29,0,1/26/2025
864,731,29,0,1/26/2025
865,490,29,0,1/26/2025
866,336,29,0,1/26/2025
867,969,29,0,1/26/2025
868,365,29,0,1/26/2025
869,885,29,0,1/26/2025
870,831,29,0,1/26/2025
871,734,29,0,1/26/2025
872,671,29,0,1/26/2025
873,223,29,0,1/26/2025
874,658,29,0,1/26/2025
875,736,29,0,1/26/2025
876,383,29,0,1/26/2025
877,467,29,0,1/26/2025
878,459,29,0,1/26/2025
879,340,29,1,1/26/2025
880,592,29,0,1/26/2025
881,403,30,0,5/8/2025
882,205,30,0,5/8/2025
883,297,30,0,5/8/2025
884,922,30,0,5/8/2025
885,39,30,0,5/8/2025
886,456,30,0,5/8/2025
887,671,30,0,5/8/2025
888,161,30,0,5/8/2025
889,628,30,1,5/8/2025
890,298,30,0,5/8/2025
891,713,30,0,5/8/2025
892,437,30,0,5/8/2025
893,87,30,0,5/8/2025
894,281,30,0,5/8/2025
895,901,30,0,5/8/2025
896,125,30,0,5/8/2025
897,486,30,0,5/8/2025
898,98,30,0,5/8/2025
899,570,30,0,5/8/2025
900,508,30,0,5/8/2025
901,914,30,0,5/8/2025
902,634,30,0,5/8/2025
903,762,30,0,5/8/2025
904,352,30,0,5/8/2025
905,658,30,0,5/8/2025
906,713,30,0,5/8/2025
907,540,30,0,5/8/2025
908,582,30,0,5/8/2025
909,219,30,0,5/8/2025
910,66,30,0,5/8/2025
911,396,30,0,5/8/2025
912,871,30,0,5/8/2025
913,508,30,0,5/8/2025
914,368,30,0,5/8/2025
915,419,30,0,5/8/2025
916,367,30,1,5/8/2025
917,383,30,0,5/8/2025
918,99,30,0,5/8/2025
919,409,30,0,5/8/2025
920,751,30,1,5/8/2025
921,828,30,0,5/8/2025
922,125,30,0,5/8/2025
923,815,30,0,5/8/2025
924,938,31,0,12/29/2024
925,786,31,0,12/29/2024
926,6,31,0,12/29/2024
927,768,31,0,12/29/2024
928,614,31,0,12/29/2024
929,606,31,0,12/29/2024
930,616,31,0,12/29/2024
